,date,cust_1,cust_2,cust_3,cust_4,cust_5,cust_6,cust_7,cust_8,cust_9,cust_10,cust_11,cust_12,cust_13,cust_14,cust_15
1761,2017-10-28,22,34,34,21,27,21,18,37,28,35,61,97,75,70,51
1762,2017-10-29,29,34,39,25,24,15,19,44,32,28,77,100,83,87,54
1763,2017-10-30,22,32,29,17,16,13,16,25,17,18,53,58,70,47,40
1764,2017-10-31,24,22,26,13,15,20,8,39,16,21,50,72,68,70,47
1765,2017-11-01,16,35,24,27,19,21,15,28,21,28,63,84,53,85,44
1766,2017-11-02,21,35,29,25,17,27,13,36,25,30,67,93,68,67,58
1767,2017-11-03,18,33,32,30,18,20,17,29,34,24,75,78,75,71,48
1768,2017-11-04,34,46,41,38,19,20,20,35,30,34,68,100,89,70,60
1769,2017-11-05,23,38,32,31,25,21,21,31,28,37,74,103,99,96,73
1770,2017-11-06,17,28,22,22,20,10,20,33,22,25,69,82,56,43,44
1771,2017-11-07,23,28,27,20,23,21,13,29,19,29,68,86,71,76,48
1772,2017-11-08,14,29,31,25,19,15,19,28,22,17,58,75,66,68,39
1773,2017-11-09,21,28,33,23,21,18,18,40,31,25,62,92,80,69,58
1774,2017-11-10,19,32,23,29,14,20,13,28,30,33,58,86,90,83,51
1775,2017-11-11,24,38,34,34,16,25,28,40,31,34,69,99,75,76,50
1776,2017-11-12,27,33,27,30,21,24,16,43,22,32,76,105,106,87,83
1777,2017-11-13,22,21,24,18,24,21,8,26,18,24,61,56,67,49,48
1778,2017-11-14,16,32,26,21,10,31,21,30,26,33,57,80,78,62,49
1779,2017-11-15,19,19,33,16,12,17,12,27,22,30,55,92,79,69,43
1780,2017-11-16,22,28,27,25,26,22,12,50,25,31,53,83,66,83,50
1781,2017-11-17,25,34,34,33,25,21,21,32,26,27,75,88,84,68,66
1782,2017-11-18,31,45,30,39,24,22,15,39,30,32,78,104,93,82,72
1783,2017-11-19,32,45,34,29,22,26,25,35,33,33,73,103,81,75,47
1784,2017-11-20,21,27,33,24,13,9,7,29,18,23,54,67,52,65,40
1785,2017-11-21,29,41,32,27,19,11,16,22,29,27,55,89,79,59,45
1786,2017-11-22,27,33,27,26,18,20,16,27,20,27,51,86,60,71,35
1787,2017-11-23,25,41,23,26,23,20,21,35,32,22,73,97,96,57,49
1788,2017-11-24,22,38,31,33,24,23,18,40,34,31,68,95,84,71,43
1789,2017-11-25,29,26,29,32,23,22,24,42,28,27,63,87,77,98,69
1790,2017-11-26,24,44,30,33,19,24,26,30,29,35,78,109,97,94,52
1791,2017-11-27,10,29,27,17,13,11,12,23,21,23,58,68,73,58,36
1792,2017-11-28,14,36,24,25,16,10,15,24,26,23,57,74,70,75,39
1793,2017-11-29,28,24,32,20,23,20,12,32,27,28,66,79,68,57,53
1794,2017-11-30,15,31,27,30,27,21,29,25,29,36,80,94,75,74,51
1795,2017-12-01,19,31,19,17,9,11,15,28,19,22,56,83,67,46,30
1796,2017-12-02,16,24,31,29,20,18,17,29,15,19,64,65,54,52,53
1797,2017-12-03,31,20,26,19,14,15,9,35,30,27,59,60,70,57,43
1798,2017-12-04,7,10,17,11,9,14,9,18,16,16,33,50,38,31,21
1799,2017-12-05,20,14,21,12,9,16,13,26,19,23,45,65,66,44,27
1800,2017-12-06,17,12,28,17,18,10,15,21,22,17,50,55,48,56,36
1801,2017-12-07,18,21,17,25,13,6,12,21,12,17,47,63,55,51,42
1802,2017-12-08,17,27,26,22,15,11,21,20,17,15,44,79,58,59,38
1803,2017-12-09,27,29,29,24,24,14,15,28,22,22,50,73,58,59,57
1804,2017-12-10,20,29,28,27,12,24,17,27,20,20,50,79,68,53,49
1805,2017-12-11,20,16,19,18,10,9,7,24,14,13,43,56,43,46,34
1806,2017-12-12,13,20,18,22,16,13,10,18,17,26,37,45,46,46,36
1807,2017-12-13,17,23,26,12,17,11,12,14,11,19,50,60,56,59,43
1808,2017-12-14,14,18,31,29,17,10,14,17,23,16,42,77,57,49,40
1809,2017-12-15,16,25,20,25,18,15,15,26,13,25,52,72,57,57,55
1810,2017-12-16,15,30,32,21,18,23,12,22,18,22,48,68,69,71,36
1811,2017-12-17,22,45,19,18,11,14,10,23,30,23,55,56,66,74,64
1812,2017-12-18,19,20,21,18,4,15,10,17,14,20,37,41,45,50,31
1813,2017-12-19,7,16,19,19,16,16,13,19,19,18,41,52,52,42,42
1814,2017-12-20,16,19,24,17,13,7,10,18,18,23,35,45,50,47,35
1815,2017-12-21,12,21,29,17,10,13,10,33,21,12,39,60,58,46,29
1816,2017-12-22,6,28,22,22,14,13,12,36,20,24,41,73,63,66,37
1817,2017-12-23,18,18,27,23,22,13,14,17,19,19,52,64,65,65,46
1818,2017-12-24,19,28,27,25,14,21,13,22,33,32,47,71,60,71,37
1819,2017-12-25,13,18,13,16,17,10,8,17,14,10,37,57,53,41,30
1820,2017-12-26,16,25,16,18,12,14,9,22,17,16,43,65,56,48,38
1821,2017-12-27,14,19,16,15,15,14,13,13,16,19,55,74,61,57,31
1822,2017-12-28,19,21,17,26,13,8,18,25,19,12,50,69,59,49,33
1823,2017-12-29,15,18,21,28,18,16,18,34,16,23,50,56,55,46,42
1824,2017-12-30,27,24,31,21,19,10,17,30,31,26,56,74,68,52,28
1825,2017-12-31,23,31,19,23,24,19,16,26,19,27,67,79,68,58,53
